STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     Koeln_Bonn;19570901;   5;   14.4;  14.9;   7.7; 1008.30;   92.00;   2.1;   16.8;   11.9;   10.0;   5.6;   7.1;   1;     -999;   0;eor
     Koeln_Bonn;19570902;   5;   13.2;  12.9;   5.7; 1007.10;   83.00;   3.2;   17.9;   10.5;    8.0;  14.2;   3.7;   1;     -999;   0;eor
     Koeln_Bonn;19570903;   5;   12.3;  11.1;   6.0; 1009.50;   80.00;   1.6;   16.9;    5.7;    3.8;   4.1;   0.0;   1;     -999;   0;eor
     Koeln_Bonn;19570904;   5;   12.6;  11.1;   7.0; 1013.10;   79.00;   1.6;   19.7;    6.0;    3.6;   4.0;   0.0;   1;     -999;   0;eor
     Koeln_Bonn;19570905;   5;   16.4;  16.5;   6.7; 1007.60;   87.00;   2.8;   20.3;   11.0;    9.1;   8.9;   8.7;   1;     -999;   0;eor
     Koeln_Bonn;19570906;   5;   15.8;  14.0;   6.7; 1007.60;   78.00;   1.7;   20.7;   13.0;   11.4;   5.3;   0.0;   0;     -999;   0;eor
     Koeln_Bonn;19570907;   5;   20.6;  16.5;   4.7; 1003.90;   70.00;   3.4;   27.2;   12.0;   10.0;   9.1;   0.0;   1;     -999;   0;eor
     Koeln_Bonn;19570908;   5;   14.2;  15.3;   8.0; 1008.70;   90.00;   2.4;   20.2;   12.3;   14.0;   9.3;  10.0;   1;     -999;   0;eor
     Koeln_Bonn;19570909;   5;   13.7;  12.8;   5.3; 1014.30;   82.00;   1.9;   18.0;   11.6;   11.1;   5.8;   0.0;   0;     -999;   0;eor
     Koeln_Bonn;19570910;   5;   16.1;  12.7;   6.7; 1008.70;   71.00;   2.8;   20.8;    9.3;    7.0;   8.6;   1.9;   1;     -999;   0;eor
     Koeln_Bonn;19570911;   5;   16.6;  15.7;   7.0;  991.00;   82.00;   5.3;   21.5;   13.8;   12.8;  17.7;   6.2;   1;     -999;   0;eor
     Koeln_Bonn;19570912;   5;   12.4;  10.1;   6.3;  993.10;   69.00;   7.7;   16.5;   10.4;    9.4;  25.2;   3.9;   1;     -999;   0;eor
     Koeln_Bonn;19570913;   5;    9.6;  10.1;   7.3;  993.10;   85.00;   4.0;   13.0;    7.4;    5.8;  17.8;   5.6;   1;     -999;   0;eor
     Koeln_Bonn;19570914;   5;   10.3;  10.7;   7.7;  996.30;   84.00;   3.7;   13.2;    7.9;    5.8;  11.0;   7.9;   1;     -999;   0;eor
     Koeln_Bonn;19570915;   5;   10.8;  10.0;   7.0; 1004.60;   76.00;   4.4;   13.4;    8.8;    7.6;  14.2;   0.1;   1;     -999;   0;eor
     Koeln_Bonn;19570916;   5;   10.0;   9.6;   5.7; 1008.60;   76.00;   3.9;   14.6;    8.3;    6.5;  18.0;   7.5;   1;     -999;   0;eor
     Koeln_Bonn;19570917;   5;   12.6;  13.9;   8.0; 1009.10;   97.00;   2.8;   13.9;    7.6;    6.2;   8.9;  24.9;   1;     -999;   0;eor
     Koeln_Bonn;19570918;   5;   13.4;  13.7;   7.7; 1007.80;   89.00;   2.1;   14.6;   12.2;   11.8;   7.0;   0.6;   1;     -999;   0;eor
     Koeln_Bonn;19570919;   5;   14.4;  13.7;   6.3; 1002.70;   84.00;   2.1;   19.4;   12.0;   10.6;   9.2;   0.0;   0;     -999;   0;eor
     Koeln_Bonn;19570920;   5;   15.4;  14.7;   3.7; 1001.80;   85.00;   1.8;   20.6;   10.5;   10.5;   4.9;   0.0;   0;     -999;   0;eor
     Koeln_Bonn;19570921;   5;   16.7;  17.6;   6.7; 1000.70;   92.00;   2.8;   22.8;   11.4;   10.7;  12.1;  32.3;   1;     -999;   0;eor
     Koeln_Bonn;19570922;   5;   17.8;  17.5;   7.0;  999.90;   85.00;   2.5;   22.9;   14.0;   13.5;   8.5;  21.2;   1;     -999;   0;eor
     Koeln_Bonn;19570923;   5;   16.4;  15.7;   6.3;  995.50;   84.00;   4.0;   19.6;   15.2;   15.2;  17.8;  11.8;   1;     -999;   0;eor
     Koeln_Bonn;19570924;   5;   10.0;  12.1;   7.3; 1003.10;   93.00;   2.2;   15.4;    7.8;   12.2;   9.9;   4.9;   1;     -999;   0;eor
     Koeln_Bonn;19570925;   5;   10.7;  10.9;   7.3; 1007.80;   85.00;   4.0;   13.2;    5.4;    5.2;   8.7;  10.3;   1;     -999;   0;eor
     Koeln_Bonn;19570926;   5;    9.4;   9.6;   3.3; 1007.10;   77.00;   3.7;   15.5;    5.9;    5.2;  11.2;   0.2;   1;     -999;   0;eor
     Koeln_Bonn;19570927;   5;   11.1;  10.0;   6.0; 1013.10;   78.00;   3.6;   15.6;    1.8;    1.4;  13.6;   0.2;   1;     -999;   0;eor
     Koeln_Bonn;19570928;   5;   13.3;  11.9;   7.3; 1008.30;   78.00;   5.4;   15.4;   10.4;   10.4;  13.2;   3.5;   1;     -999;   0;eor
     Koeln_Bonn;19570929;   5;    9.2;  11.1;   5.7;  998.80;   90.00;   3.7;   13.2;    7.0;   11.4;  14.9;  13.0;   1;     -999;   0;eor
     Koeln_Bonn;19570930;   5;    7.7;   8.7;   4.7; 1004.70;   84.00;   2.1;   12.7;    0.4;    0.4;  12.1;   0.5;   1;     -999;   0;eor
     Koeln_Bonn;19571001;   5;    5.6;   7.6;   3.3; 1012.60;   81.00;   1.8;   13.4;    1.9;    1.3;   8.0;   0.0;   0;    4.900;   0;eor
     Koeln_Bonn;19571002;   5;    5.7;   8.4;   4.7; 1014.80;   87.00;   1.5;   12.3;    1.4;    0.1;   4.2;   0.0;   0;    3.000;   0;eor
     Koeln_Bonn;19571003;   5;    8.3;   9.6;   6.3; 1011.10;   89.00;   2.7;   11.5;    0.9;    0.1;  10.9;   0.3;   1;    0.000;   0;eor
