STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
Hof;20141209;   3;   -2.6;   5.0;   7.8;  957.98;   99.63;   1.6;   -1.4;   -3.7;   -4.9;   7.6;   0.0;   4;    0.000;   0;eor
Hof;20141210;   3;   -1.6;   5.3;   8.0;  953.35;   96.96;   4.8;    0.4;   -3.2;   -3.0;  12.8;   0.9;   4;    0.000;   0;eor
Hof;20141211;   3;    1.6;   6.5;   7.7;  945.03;   95.21;   4.9;    3.0;    0.2;   -0.1;  14.7;  13.1;   8;    0.000;   0;eor
Hof;20141212;   3;    4.5;   7.1;   7.7;  940.06;   84.25;   6.2;    7.7;    2.5;    1.3;  15.5;   1.1;   6;    0.000;   0;eor
Hof;20141213;   3;    5.9;   8.2;   7.9;  943.12;   88.83;   3.9;    7.8;    3.9;    3.6;  15.1;   6.1;   6;    0.000;   0;eor
Hof;20141214;   3;    5.3;   8.5;   7.5;  948.12;   95.54;   2.7;    6.1;    4.5;    4.0;   7.7;   2.3;   6;    0.050;   0;eor
Hof;20141215;   3;    5.3;   7.9;   6.7;  947.92;   88.67;   4.2;    6.9;    3.0;    2.3;  13.4;   1.5;   6;    2.783;   0;eor
Hof;20141216;   3;    3.0;   7.2;   6.8;  945.38;   94.33;   2.6;    4.2;    0.4;   -1.8;   7.9;   1.1;   6;    0.000;   0;eor
Hof;20141217;   3;    0.7;   6.1;   6.5;  943.08;   94.25;   4.2;    2.6;   -0.6;   -2.2;  12.6;   1.1;   8;    0.000;   0;eor
Hof;20141218;   3;    6.5;   9.6;   7.9;  946.12;   98.33;   4.8;   10.0;    2.6;    2.4;  15.4;   1.5;   6;    0.000;   0;eor
Hof;20141219;   3;    7.3;   9.5;   7.8;  947.11;   92.83;   6.9;    9.4;    3.2;    2.4;  16.9;   5.5;   4;    0.000;   0;eor
Hof;20141220;   3;    1.9;   6.1;   5.9;  951.23;   86.46;   6.0;    3.2;    0.5;   -0.7;  18.6;   1.0;   4;    0.433;   0;eor
Hof;20141221;   3;    1.8;   6.2;   6.5;  958.41;   88.29;   5.4;    3.1;    0.4;   -0.8;  14.9;   0.3;   4;    0.900;   0;eor
Hof;20141222;   3;    3.7;   7.5;   7.8;  952.57;   94.46;   7.5;    5.2;    2.8;    2.3;  20.3;   0.5;   4;    0.000;   0;eor
Hof;20141223;   3;    5.9;   8.4;   7.5;  952.03;   90.33;   6.3;    6.4;    5.1;    4.8;  17.4;   0.0;   4;    0.000;   0;eor
Hof;20141224;   3;    3.8;   7.3;   7.7;  949.75;   90.33;   6.5;    5.5;    1.6;    1.5;  18.9;   2.8;   4;    0.000;   0;eor
Hof;20141225;   3;    1.5;   6.0;   6.3;  952.75;   88.13;   4.9;    5.6;   -0.1;   -1.5;  13.5;   0.6;   4;    0.417;   0;eor
Hof;20141226;   3;   -1.8;   4.6;   4.8;  956.90;   85.00;   2.8;    0.3;   -6.5;  -11.8;   9.7;   0.7;   4;    0.467;   0;eor
Hof;20141227;   3;   -5.4;   3.4;   7.3;  940.55;   82.63;   4.1;   -3.7;   -7.5;  -10.0;  11.6;   0.3;   4;    0.000;   0;eor
Hof;20141228;   3;   -8.6;   2.8;   7.0;  950.05;   87.88;   4.0;   -5.7;  -10.6;  -12.1;  11.7;   0.7;   4;    1.350;   1;eor
Hof;20141229;   3;   -5.9;   3.5;   7.6;  958.73;   87.29;   3.9;   -2.6;   -8.2;  -13.4;  12.7;   4.0;   4;    0.000;   2;eor
Hof;20141230;   3;   -4.3;   4.3;   7.9;  962.35;   94.08;   2.6;   -0.2;   -7.7;   -8.3;   7.1;   4.1;   4;    0.000;  12;eor
Hof;20141231;   3;   -0.7;   5.6;   7.7;  963.77;   95.29;   2.8;    0.2;   -1.6;   -1.8;   7.4;   0.4;   4;    0.150;  13;eor
Hof;20150101;   3;    0.2;   6.2;   7.8;  965.60;   98.96;   2.9;    1.5;   -0.8;   -0.7;  11.5;   0.0;   4;    1.067;  10;eor
Hof;20150102;   3;   -0.1;   5.8;   7.4;  958.90;   95.17;   6.4;    1.2;   -1.5;   -1.6;  20.2;   0.0;   4;    0.000;   5;eor
Hof;20150103;   3;   -0.2;   5.6;   7.5;  954.96;   92.88;   4.0;    1.1;   -0.8;   -1.3;  11.9;   2.1;   4;    0.000;   4;eor
Hof;20150104;   3;   -0.1;   5.4;   7.3;  957.85;   87.96;   4.4;    0.8;   -0.9;   -4.3;  12.3;   1.3;   4;    0.017;   8;eor
Hof;20150105;   3;   -1.0;   5.1;   7.1;  961.55;   89.50;   3.6;    0.0;   -2.6;   -5.9;  10.5;   0.0;   4;    4.017;   9;eor
Hof;20150106;   3;   -2.3;   4.6;   6.6;  957.11;   88.58;   2.3;   -0.8;   -4.8;  -11.0;   7.1;   0.0;   4;    5.083;   7;eor
Hof;20150107;   3;   -1.3;   5.2;   7.7;  958.88;   92.50;   3.4;   -0.2;   -3.3;   -5.9;  10.5;   0.3;   8;    0.000;   8;eor
Hof;20150108;   3;    1.7;   6.6;   7.8;  955.96;   94.96;   6.1;    5.4;   -1.0;   -1.2;  18.8;  13.3;   8;    0.000;   8;eor
Hof;20150109;   3;    4.2;   7.4;   7.7;  951.91;   89.04;   7.9;    6.5;    2.0;    0.8;  22.0;   5.1;   6;    0.000;   0;eor
Hof;20150110;   3;    8.5;  10.0;   7.4;  943.29;   88.29;   8.0;   11.5;    1.7;    0.4;  21.8;   5.9;   6;    0.683;   0;eor
Hof;20150111;   3;    0.3;   5.2;   7.2;  947.40;   82.54;   6.2;    2.1;   -0.7;   -1.5;  16.7;   1.5;   8;    0.683;   0;eor
Hof;20150112;   3;    2.2;   6.2;   7.8;  951.54;   87.46;   6.6;    4.7;    0.3;    0.0;  17.3;   0.1;   6;    0.000;   1;eor
Hof;20150113;   3;    6.7;   5.6;   4.3;  945.99;   57.63;   5.8;    9.6;    3.1;    1.5;  15.6;   2.1;   6;    7.000;   0;eor
Hof;20150114;   3;    3.3;   6.6;   6.1;  944.93;   84.25;   6.1;    7.6;   -0.7;   -2.1;  18.8;   2.1;   8;    0.733;   0;eor
Hof;20150115;   3;    1.5;   6.0;   6.5;  943.58;   87.29;   4.2;    3.6;   -1.0;   -2.5;  11.2;   0.4;   8;    0.167;   0;eor
Hof;20150116;   3;    3.7;   6.2;   7.6;  940.80;   78.96;   2.7;    6.7;    0.7;    0.4;  10.2;   2.0;   6;    0.633;   0;eor
Hof;20150117;   3;    1.1;   6.4;   7.9;  945.59;   96.08;   1.7;    2.7;    0.0;   -1.2;   7.5;   1.5;   8;    0.000;   0;eor
Hof;20150118;   3;   -1.1;   5.1;   4.6;  948.99;   91.17;   2.4;    0.6;   -2.9;   -5.4;   7.4;   0.0;   0;    1.983;   0;eor
